"global_id";"ID";"Name";"Text";"Photo";"AdmArea";"District";"Location";"LocationInfo";"InstallationDate";"InstallationComment";"Form";"Details";"Material";"Authors";"InventoryDate";"PlaquePresence";"Condition";"DefectPhoto";"Accessibility";"CommonInfo";"UNOM";"geoData";"geodata_center";
"2812542";"102";"Мемориальная доска Соколову Владиславу Геннадиевичу";"Выдающийся хоровой дирижер, народный артист СССР, лауреат Государственных премий, профессор Соколов Владислав Геннадиевич жил в этом доме с 1956 по 1993 год";"nested data";"Центральный административный округ";"Тверской район";"город Москва, Брюсов переулок, дом 8-10, строение 1";"";"";"";"вертикальная";"Текстовая с изображением лавровой ветви на нотном стане";"";"nested data";"17.04.2023";"";"полная";"nested data";"";"Размеры: 60 х 110 см.";"15974";"{coordinates=[37.608750921, 55.759618357], type=Point}";"{coordinates=[37.608750921, 55.759618357], type=Point}";
"2812543";"103";"Мемориальная доска Птице Клавдию Борисовичу";"В этом доме с 1956 года по 1983 год жил советский хоровой дирижер, народный артист СССР, профессор Клавдий Борисович Птица";"nested data";"Центральный административный округ";"Тверской район";"город Москва, Брюсов переулок, дом 8-10, строение 1";"";"03.02.1987";"";"вертикальная";"Текстовая с изображением дирижёрской палочки и клавира на лавровой ветви";"";"nested data";"17.04.2023";"";"общее загрязнение";"nested data";"";"Размеры: 60 х 110 см. Следы краски.";"15974";"{coordinates=[37.608750921, 55.759618357], type=Point}";"{coordinates=[37.608750921, 55.759618357], type=Point}";
"2812544";"104";"Мемориальная доска Хачатуряну Араму Ильичу";"В этом доме жил с 1962 года по 1978 год народный артист СССР, Герой Социалистического Труда, лауреат Ленинской и Государственных премий СССР композитор Арам Ильич Хачатурян";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Брюсов переулок, дом 8-10, строение 2";"Московский дом композиторов";"25.05.1982";"";"вертикальная";"Текстовая с орнаментом";"бронза";"nested data";"17.04.2023";"";"полная";"nested data";"";"Размеры: 60 х 40 см.";"15975";"{coordinates=[37.60901529, 55.75926768], type=Point}";"{coordinates=[37.60901529, 55.75926768], type=Point}";
"2812545";"105";"Мемориальная доска Шостаковичу Дмитрию Дмитриевичу";"Здесь с 1962 года по 1975 год жил и работал Герой Социалистического Труда, народный артист СССР, композитор Дмитрий Дмитриевич Шостакович";"nested data";"Центральный административный округ";"Тверской район";"Брюсов пер., дом 8-10, строение 2";"Московский дом композиторов";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"15975";"{coordinates=[37.609099128, 55.759314298], type=Point}";"{coordinates=[37.609099128, 55.759314298], type=Point}";
"2812546";"106";"Мемориальная доска Берсеневу Ивану Николаевичу";"В этом доме жил с 1928 по 1951 г.г. народный артист Советского Союза Иван Николаевич Берсенев";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Брюсов переулок, дом 12";"";"08.10.1963";"";"вертикальная";"Текстовая с барельефным портретом в медальоне";"";"nested data";"17.04.2023";"";"полная";"nested data";"";"";"15976";"{coordinates=[37.609761869, 55.75996978], type=Point}";"{coordinates=[37.609761869, 55.75996978], type=Point}";
"2812547";"107";"Мемориальная доска Гиацинтовой Софье Владимировне";"В этом доме с 1928 года по 1982 год жила народная артистка СССР, лауреат Государственной премии СССР Софья Владимировна Гиацинтова";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Брюсов переулок, дом 12";"";"15.09.1989";"";"вертикальная";"Текстовая с барельефным портретом в овальном медальоне";"бронза";"nested data";"17.04.2023";"";"общее загрязнение";"nested data";"";"";"15976";"{coordinates=[37.609761869, 55.75996978], type=Point}";"{coordinates=[37.609761869, 55.75996978], type=Point}";
"2812548";"108";"Мемориальная доска Мейерхольду Всеволоду Эмильевичу";"В этом доме в 1928 – 39 г.г. жил выдающийся советский режиссер, народный артист РСФСР Всеволод Эмильевич Мейерхольд";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Брюсов переулок, дом 12";"";"12.03.1968";"";"вертикальная";"Текстовая с барельефным портретом";"бронза";"nested data";"17.04.2023";"";"полная";"nested data";"";"";"15976";"{coordinates=[37.609761869, 55.75996978], type=Point}";"{coordinates=[37.609761869, 55.75996978], type=Point}";
"2812549";"109";"Мемориальная доска Тихомирову Василию Дмитриевичу";"В этом доме с 1928 по 1956 год жил народный артист РСФСР Василий Дмитриевич Тихомиров";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Брюсов переулок, дом 12";"";"22.09.1960";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом в медальоне";"бронза";"nested data";"17.04.2023";"";"общее загрязнение";"nested data";"";"";"15976";"{coordinates=[37.609761869, 55.75996978], type=Point}";"{coordinates=[37.609761869, 55.75996978], type=Point}";
"2812550";"110";"Мемориальная доска Гельцер Екатерине Васильевне";"В этом доме жила выдающаяся балерина, народная артистка РСФСР Екатерина Васильевна Гельцер";"nested data";"Центральный административный округ";"Пресненский район";"Брюсов пер., дом 17";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"15977";"{coordinates=[37.60771501, 55.759700752], type=Point}";"{coordinates=[37.60771501, 55.759700752], type=Point}";
"2812551";"111";"Мемориальная доска Качалову Василию Ивановичу";"В этом доме с 1928 г. по 1948 г. жил Народный артист СССР Василий Иванович Качалов";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 17, строение 1";"";"12.09.1959";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом, украшена орнаментом в нижней части";"бронза";"nested data";"17.04.2023";"";"полная";"nested data";"";"Размеры: 90 х 145 см.";"15977";"{coordinates=[37.607619224, 55.759656349], type=Point}";"{coordinates=[37.607619224, 55.759656349], type=Point}";
"2812552";"112";"Мемориальная доска Леонидову Леониду Мироновичу";"В этом доме с 1928 г. по 1941 г. жил Народный артист СССР Леонид Миронович Леонидов";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 17, строение 1";"";"12.09.1959";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом, украшена орнаментом в нижней части";"бронза";"nested data";"17.04.2023";"";"полная";"nested data";"";"Размеры: 90 х 145 см.";"15977";"{coordinates=[37.607619224, 55.759656349], type=Point}";"{coordinates=[37.607619224, 55.759656349], type=Point}";
"2812553";"113";"Мемориальная доска Лиепе Марису Эдуардовичу";"В этом доме с 1963 по 1981 год жил выдающийся танцовщик, народный артист СССР, лауреат Ленинской премии Марис Эдуардович Лиепа";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 17, строение 1";"";"01.07.1996";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом в профиль, украшена меандром в нижней части";"бронза";"nested data";"17.04.2023";"";"полная";"nested data";"";"Размеры: 90 х 145 см. Частичная утрата красочного слоя на буквах.";"15977";"{coordinates=[37.607619224, 55.759656349], type=Point}";"{coordinates=[37.607619224, 55.759656349], type=Point}";
"2812554";"114";"Мемориальная доска Кандинскому Василию Васильевичу";"Василий Кандинский 1866 - 1944. Великий русский художник, основоположник абстрактного искусства, жил и работал в этом доме с 1915 по 1921 год";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, 3-й Неопалимовский переулок, дом 1/8";"";"01.07.2004";"";"вертикальная";"Вертикальная конструкция с абстрактными художественными изображениями и вырезами, угловая, текстовая";"бронза";"nested data";"01.07.2021";"";"полная";"nested data";"";"";"16043";"{coordinates=[37.583577749, 55.738862477], type=Point}";"{coordinates=[37.583577749, 55.738862477], type=Point}";
"2812555";"115";"Мемориальная доска в память о массовых митингах рабочих в 1905 году";"Здесь в 1905 году проходили массовые митинги рабочих и напечатаны 1-й и 3-й номера «Известий Московского Совета рабочих депутатов»";"nested data";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 71/5, строение 1";"";"";"1930-е гг.";"вертикальная";"Текстовая";"";"nested data";"02.04.2016";"";"общее загрязнение";"nested data";"";"Следы краски.
Размеры: 80 х 100 см.";"2102143";"{coordinates=[37.626407666, 55.731054745], type=Point}";"{coordinates=[37.626407666, 55.731054745], type=Point}";
"2812556";"116";"Мемориальная доска в честь посещения Её Величеством королевой Елизаветой II «Старого Английского двора»";"Мемориальная доска открыта 18 октября 1994 г. ее величеством королевой Елизаветой II в связи с ее посещением «Старого Английского двора» - владения английской «Московской компании» и местопребывания первых английских посланников времен Ивана IV (Грозного) и Елизаветы I.";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Варварка, дом 4А";"Здание Старого Английского двора (Музейное объединение «Музей Москвы»)";"18.10.1994";"";"горизонтальная";"Текстовая";"";"nested data";"02.04.2016";"";"общее загрязнение";"nested data";"";"Размеры: 55 х 45 см.";"2124138";"{coordinates=[37.626883273, 55.752291587], type=Point}";"{coordinates=[37.626883273, 55.752291587], type=Point}";
"2812557";"117";"Мемориальная доска Микояну Анастасу Ивановичу";"Микоян Анастас Иванович работал в этом здании с 1926 по 1934 год. Видный государственный деятель, Герой Социалистического Труда";"nested data";"Центральный административный округ";"Тверской район";"город Москва, улица Варварка, дом 14, строение 2";"";"14.11.2007";"";"горизонтальная";"Текстовая с барельефным портретом";"";"nested data";"27.03.2016";"";"полная";"nested data";"";"Размеры: 140 х 60 см.";"2124166";"{coordinates=[37.632898347, 55.752889618], type=Point}";"{coordinates=[37.632898347, 55.752889618], type=Point}";
"2812558";"118";"Мемориальная доска Зимтингу Виталию Николаевичу";"В этом доме жил с 1985 по 2000 год академик Зимтинг Виталий Николаевич";"nested data";"Центральный административный округ";"Пресненский район";"Васильевская улица, дом 7";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3405";"{coordinates=[37.586402392, 55.771268475], type=Point}";"{coordinates=[37.586402392, 55.771268475], type=Point}";
"2812559";"119";"Мемориальная доска Ленину Владимиру Ильичу";"Владимир Ильич Ленин выступал в этом здании на митингах трудящихся Пресненского района 21 июня, 23 августа и 14 декабря 1918 года";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, Васильевская улица, дом 11-13, строение 1";"Центральный дом кино";"22.04.1961";"";"вертикальная";"Текстовая с контррельефным портретом";"";"nested data";"30.03.2023";"";"полная";"nested data";"";"Размеры: 100 х 200 см.";"2104819";"{coordinates=[37.587626489, 55.771797615], type=Point}";"{coordinates=[37.587626489, 55.771797615], type=Point}";
"2812560";"120";"Мемориальная доска Зубову Константину Александровичу";"В этом доме жил народный артист СССР Константин Александрович Зубов";"nested data";"Центральный административный округ";"Тверской район";"Брестская 1-я ул., дом 33, строение 2";"ЦАО, Васильевская улица, дом 17/33";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2787";"{coordinates=[37.588960234, 55.772558985], type=Point}";"{coordinates=[37.588960234, 55.772558985], type=Point}";
"2812561";"121";"Мемориальная доска Васнецову Виктору Михайловичу";"Художник Виктор Михайлович Васнецов жил в этом доме построенном им по собственному рисунку, с 1894 года и умер в нем в 1926 году.";"nested data";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, переулок Васнецова, дом 13, строение 1";"Мемориальный дом-музей Васнецова В.М.";"01.07.1936";"возобновлена в 1955 г.";"горизонтальная";"Текстовая";"";"nested data";"14.03.2016";"";"полная";"nested data";"";"Размеры: 50 х 85 см.";"2126290";"{coordinates=[37.625984303, 55.776660352], type=Point}";"{coordinates=[37.625984303, 55.776660352], type=Point}";
"2812562";"122";"Мемориальная доска в память о размещении профсоюза рабочих-табачников";"1905-1925 г. В этом доме помещался профсоюз рабочих табачников в 1905-1906 г. Мосгуботдел Союза пищевиков.";"nested data";"Центральный административный округ";"Тверской район";"Весковский пер., дом 4";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3750001";"{coordinates=[37.599606065, 55.778414459], type=Point}";"{coordinates=[37.599606065, 55.778414459], type=Point}";
"2812563";"123";"Мемориальная доска в память о местонахождении профессионального союза деревообделочников";"1905 - 1925 г. В этом доме в кв. № 10 в 1906 - 1907 гг. находился профессиональный союз деревообделочников. Мосгуботдел деревообд. 30. XII.1925 г.";"nested data";"Центральный административный округ";"Тверской район";"Весковский пер., дом 4";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3750001";"{coordinates=[37.599606065, 55.778414459], type=Point}";"{coordinates=[37.599606065, 55.778414459], type=Point}";
"2812564";"124";"Мемориальная доска Грибову Алексею Николаевичу";"В этом доме с 1972 года по 1977 год жил народный артист СССР, Герой Социалистического труда, лауреат Государственных премий СССР и РСФСР Алексей Николаевич Грибов";"nested data";"Центральный административный округ";"район Хамовники";"Власьевский М. пер., дом 3, корпус 1";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"25533";"{coordinates=[37.592515145, 55.745718154], type=Point}";"{coordinates=[37.592515145, 55.745718154], type=Point}";
"2812565";"125";"Мемориальная доска Мироновой Марии Владимировне и Менакеру Александру Семёновичу";"Миронова и Менакер";"nested data";"Центральный административный округ";"район Хамовники";"Малый Власьевский переулок, дом 7";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"25535";"{coordinates=[37.592690136, 55.746429095], type=Point}";"{coordinates=[37.592690136, 55.746429095], type=Point}";
"2812566";"126";"Мемориальная доска Крючкову Николаю Афанасьевичу";"В этом доме жил выдающийся киноактер Николай Крючков с 1971 г. до 1994 г.";"nested data";"Центральный административный округ";"район Хамовники";"Малый Власьевский переулок, дом 7";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"25535";"{coordinates=[37.592690136, 55.746429095], type=Point}";"{coordinates=[37.592690136, 55.746429095], type=Point}";
"2812567";"127";"Мемориальная доска Степановой Ангелине Иосифовне";"Народная артистка СССР Ангелина Иосифовна Степанова жила в этом доме с 1971 по 2000 год";"nested data";"Центральный административный округ";"район Хамовники";"Малый Власьевский переулок, дом 7";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"25535";"{coordinates=[37.592690136, 55.746429095], type=Point}";"{coordinates=[37.592690136, 55.746429095], type=Point}";
"2812568";"128";"Мемориальная доска Грамши Антонио";"В этом здании в 1922-1923 годах работал видный деятель международного коммунистического и рабочего движения, основатель итальянской Коммунистической партии Антонио Грамши";"nested data";"Центральный административный округ";"Тверской район";"город Москва, Моховая улица, дом 16/13/1";"";"04.05.1979";"";"квадратная";"Текстовая";"бронза";"nested data";"16.02.2023";"";"полная";"nested data";"";"Размеры: 105 х 105 см.";"2120639";"{coordinates=[37.611441258, 55.752086642], type=Point}";"{coordinates=[37.611441258, 55.752086642], type=Point}";
"2812569";"129";"Мемориальная доска Беле Куну";"В этом здании в 1924 – 1936 годах работал видный деятель венгерского и международного рабочего движения, один из основателей компартии Венгрии и руководитель Венгерской Советской республики 1919 года Бела Кун";"nested data";"Центральный административный округ";"Тверской район";"город Москва, Моховая улица, дом 16/13/1";"";"20.02.1986";"";"квадратная";"Текстовая";"";"nested data";"16.02.2023";"";"общее загрязнение";"nested data";"";"Следы краски. Размеры: 100 х 100 см.";"2120639";"{coordinates=[37.611441258, 55.752086642], type=Point}";"{coordinates=[37.611441258, 55.752086642], type=Point}";
"2812570";"130";"Мемориальная доска Хо Ши Мину";"В этом здании в 1923-1924 годах работал выдающийся деятель международного коммунистического и национально-освободительного движения, основатель коммунистической партии Вьетнама Хо Ши Мин";"nested data";"Центральный административный округ";"Тверской район";"город Москва, Моховая улица, дом 16/13/1";"";"27.05.1980";"";"квадратная";"Текстовая";"";"nested data";"16.02.2023";"";"полная";"nested data";"";"Размеры: 100 х 100 см.";"2120639";"{coordinates=[37.611441258, 55.752086642], type=Point}";"{coordinates=[37.611441258, 55.752086642], type=Point}";
"2812571";"131";"Мемориальная доска Соколову Сергею Николаевичу";"Герой Советского Союза Соколов Сергей Николаевич жил в этом доме";"nested data";"Северный административный округ";"Хорошёвский район";"Острякова ул., дом 11";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"18002";"{coordinates=[37.523087707, 55.799087671], type=Point}";"{coordinates=[37.523087707, 55.799087671], type=Point}";
"2812572";"132";"Мемориальная доска Ленину Владимиру Ильичу";"В.И.Ленин неоднократно бывал в этом доме у Е.Д.Стасовой и Б.С.Жукова";"nested data";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 4/7, строение 1";"На колонне рядом со входом в метро «Библиотека им.Ленина».";"22.04.1963";"";"вертикальная";"Текстовая с гравированным портретным изображением В.И.Ленина";"";"nested data";"21.03.2023";"";"полная";"nested data";"";"Размеры: 97 х 104 см.";"2127545";"{coordinates=[37.610086006, 55.752787577], type=Point}";"{coordinates=[37.610086006, 55.752787577], type=Point}";
"2812573";"133";"Мемориальная доска Ленину Владимиру Ильичу";"В этом здании в 1920-23 годах находился секретариат ЦК РКП (б). Здесь бывал Владимир Ильич Ленин";"nested data";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Воздвиженка, дом 5/25, строение 1";"Государственный музей архитектуры имени А.В.Щусева";"22.04.1968";"";"вертикальная";"Текстовая с барельефным портретом";"бронза";"nested data";"27.03.2023";"";"полная";"nested data";"";"Размеры: 200 х 90 см.";"2127410";"{coordinates=[37.607106797, 55.752328162], type=Point}";"{coordinates=[37.607106797, 55.752328162], type=Point}";
"2812574";"134";"Мемориальная доска Мазырину Виктору Александровичу";"Здание построено в 1899 году по проекту архитектора В.А.Мазырина";"nested data";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Воздвиженка, дом 16, строение 1";"";"01.07.2007";"";"вертикальная";"С барельефным портретом";"бронза";"nested data";"27.03.2023";"";"полная";"nested data";"";"";"2127360";"{coordinates=[37.603544211, 55.753194611], type=Point}";"{coordinates=[37.603544211, 55.753194611], type=Point}";
"2812575";"135";"Мемориальная доска Жолтовскому Ивану Владиславовичу";"В этом доме с 1926 года по 1959 год жил и работал академик архитектуры Иван Владиславович Жолтовский";"nested data";"Центральный административный округ";"Пресненский район";"Вознесенский пер., дом 6/3, строение 1";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2100897";"{coordinates=[37.604601029, 55.757617212], type=Point}";"{coordinates=[37.604601029, 55.757617212], type=Point}";
"2812576";"136";"Мемориальная доска Тропинину Василию Андреевичу";"В этом доме жил в 1824-1856 годах известный русский художник Василий Андреевич Тропинин";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 9-11-13/3, строение 1";"";"01.07.1969";"";"вертикальная";"Текстовая с барельефным портретом в медальоне";"";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 80 х 210 см.";"31282";"{coordinates=[37.607540645, 55.747055891], type=Point}";"{coordinates=[37.607540645, 55.747055891], type=Point}";
"2812577";"137";"Мемориальная доска Клейну Роману Ивановичу";"Автор проекта и строитель здания, академик архитектуры Роман Иванович Клейн 1858-1924";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 12/2-4, строение 1";"ГМИИ им. А.С.Пушкина";"30.03.1959";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 50 х 80 см.";"2120822";"{coordinates=[37.605165962, 55.747151957], type=Point}";"{coordinates=[37.605165962, 55.747151957], type=Point}";
"2812578";"138";"Мемориальная доска Цветаеву Ивану Владимировичу";"Основатель музея, профессор Московского университета Иван Владимирович Цветаев 1847 - 1913";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 12/2-4, строение 1";"ГМИИ им. А.С.Пушкина";"30.03.1959";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 50 х 80 см.";"2120822";"{coordinates=[37.605165962, 55.747151957], type=Point}";"{coordinates=[37.605165962, 55.747151957], type=Point}";
"2812579";"139";"Мемориальная доска Нечаеву-Мальцову Юрию Степановичу";"Меценат обер-гофмейстер Двора Его Величества Юрий Степанович Нечаев-Мальцов 1834-1913";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 12/2-4, строение 1";"ГМИИ им. А.С.Пушкина";"01.07.1992";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 50 х 80 см.";"2120822";"{coordinates=[37.605165962, 55.747151957], type=Point}";"{coordinates=[37.605165962, 55.747151957], type=Point}";
"2812580";"140";"Мемориальная доска в честь основания Музея изящных искусств имени императора Александра III";"Музей изящных искусств имени императора Александра III основан 29 августа 1898 года. Открыт 13 июня 1912 года. В 30-е годы ХХ века переименован в Государственный музей изобразительных искусств им. А.С.Пушкина. Памятник истории и культуры. Охраняется государством";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 12/2-4, строение 1";"ГМИИ им. А.С.Пушкина";"";"";"вертикальная";"Текстовая с бронзовыми накладными фигурами сверху и снизу";"бронза";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 70 х 130 см.";"2120822";"{coordinates=[37.605165962, 55.747151957], type=Point}";"{coordinates=[37.605165962, 55.747151957], type=Point}";
"2812581";"141";"Мемориальная доска Грекову Борису Дмитриевичу";"В этом здании работал в 1937-1953 г.г. академик Борис Дмитриевич Греков, выдающийся русский историк";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 14/1, строение 5";"Институт философии РАН";"";"";"вертикальная";"Текстовая с барельефным портретом в углублении";"";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 40 х 70 см. 2023 год - здание на реставрации.";"2101277";"{coordinates=[37.60410293, 55.746383648], type=Point}";"{coordinates=[37.60410293, 55.746383648], type=Point}";
"2812582";"142";"Мемориальная доска Островитянову Константину Васильевичу";"В этом доме с 1930 по 1969 год работал активный участник Октябрьской революции, видный общественный и политический деятель, крупный ученый-экономист, академик Константин Васильевич Островитянов";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 14/1, строение 5";"Во дворе Института философии РАН";"30.05.1972";"";"квадратная";"Текстовая с барельефным портретом в углублении";"";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 80 х 80 см. 2023 год - здание на реставрации.";"2101277";"{coordinates=[37.60410293, 55.746383648], type=Point}";"{coordinates=[37.60410293, 55.746383648], type=Point}";
"2812583";"143";"Мемориальная доска Аксакову Ивану Сергеевичу";"В этом доме в 1885-1886 гг. жил, работал и 27.01.86 г. умер знаменитый русский мыслитель и публицист Иван Сергеевич Аксаков (1823-1886)";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 14/1, строение 5";"Институт философии РАН";"";"";"вертикальная";"Текстовая, золочёные буквы";"";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 40 х 70 см. 2023 год - здание на реставрации.";"2101277";"{coordinates=[37.60410293, 55.746383648], type=Point}";"{coordinates=[37.60410293, 55.746383648], type=Point}";
"2812584";"144";"Мемориальная доска Чичерину Борису Николаевичу";"В этом доме в 1881-1886 гг. жил и работал выдающийся русский философ и правовед, московский городской голова Борис Николаевич Чичерин (1828-1904)";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 14/1, строение 5";"Институт философии РАН";"";"";"вертикальная";"Текстовая, золочёные буквы";"";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 40 х 70 см. 2023 год - здание на реставрации.";"2101277";"{coordinates=[37.60410293, 55.746383648], type=Point}";"{coordinates=[37.60410293, 55.746383648], type=Point}";
"2812585";"145";"Мемориальная доска Фролову Ивану Тимофеевичу";"В этом здании с 1952 по 1999 г.г. работал выдающийся философ, организатор и первый директор Института человека РАН академик Иван Тимофеевич Фролов";"nested data";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 14/1, строение 5";"Институт философии РАН";"";"2000-е годы";"вертикальная";"Текстовая, золочёные буквы, с изображением лавровых ветвей";"";"nested data";"13.03.2016";"";"полная";"nested data";"";"Размеры: 70 х 80 см. 2023 год - здание на реставрации.";"2101277";"{coordinates=[37.60410293, 55.746383648], type=Point}";"{coordinates=[37.60410293, 55.746383648], type=Point}";
"2812586";"146";"Мемориальная доска Астахову Д.В.";"Здесь в Февральскую революцию 1917 года был убит рабочий завода «Динамо» Д.В.Астахов";"nested data";"Центральный административный округ";"Таганский район";"Воронцовская ул., дом 5Б";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2131033";"{coordinates=[37.655656392, 55.740478496], type=Point}";"{coordinates=[37.655656392, 55.740478496], type=Point}";
"2812587";"147";"Мемориальная доска Петрянову-Соколову Игорю Васильевичу";"В этом здании с 1929 по 1996 г. работал выдающийся учёный академик Петрянов-Соколов Игорь Васильевич";"nested data";"Центральный административный округ";"Таганский район";"город Москва, улица Воронцово Поле, дом 10/4, строение 1";"Научно-исследовательский физико-химический институт им. Л.Я.Карпова";"04.06.1997";"";"горизонтальная";"Текстовая с выгравированным портретом";"";"nested data";"24.02.2016";"";"общее загрязнение";"nested data";"";"2022-2023 гг. здание за строительной сеткой, инвентаризация не возможна.";"2130600";"{coordinates=[37.651492115, 55.752960084], type=Point}";"{coordinates=[37.651492115, 55.752960084], type=Point}";
"2812588";"148";"Мемориальная доска Колотыркину Якову Михайловичу";"В этом доме с 1938 - по 1995 г. работал выдающийся учёный академик Колотыркин Яков Михайлович";"nested data";"Центральный административный округ";"Таганский район";"город Москва, улица Воронцово Поле, дом 10/4, строение 1";"Научно-исследовательский физико-химический институт им. Л.Я.Карпова";"04.06.1997";"";"вертикальная";"Текстовая с поясным гравированным портретом";"";"nested data";"27.02.2016";"";"общее загрязнение";"nested data";"";"2022-2023 гг. здание за строительной сеткой, инвентаризация не возможна.";"2130600";"{coordinates=[37.651492115, 55.752960084], type=Point}";"{coordinates=[37.651492115, 55.752960084], type=Point}";
"2812589";"149";"Мемориальная доска Баху Алексею Николаевичу";"1918-1946 Академик Алексей Николаевич Бах был бессменным директором физико-химического института имени Л.Я.Карпова со дня основания института в октябре 1918 года до своей смерти 13 мая 1946 года";"nested data";"Центральный административный округ";"Таганский район";"город Москва, улица Воронцово Поле, дом 10/4, строение 1";"Научно-исследовательский физико-химический институт им. Л.Я.Карпова";"30.06.1957";"";"горизонтальная";"С бронзовым барельефным портретом в медальоне, буквы накладные металлические";"бронза";"nested data";"27.02.2016";"";"полная";"nested data";"";"2022-2023 гг. здание за строительной сеткой, инвентаризация не возможна.";"2130600";"{coordinates=[37.651492115, 55.752960084], type=Point}";"{coordinates=[37.651492115, 55.752960084], type=Point}";
"2812590";"150";"Мемориальная доска Каргину Валентину Алексеевичу";"Здесь с 1904 года по 1909 год работал выдающийся советский физико-химик Герой Социалистического Труда лауреат Ленинской и Государственных премий академик Валентин Алексеевич Каргин";"nested data";"Центральный административный округ";"Таганский район";"город Москва, улица Воронцово Поле, дом 10/4, строение 1";"Научно-исследовательский физико-химический институт им. Л.Я.Карпова";"14.07.1972";"";"вертикальная";"Текстовая с барельефным портретом в углублении";"";"nested data";"28.02.2016";"";"общее загрязнение";"nested data";"";"2022-2023 гг. здание за строительной сеткой, инвентаризация не возможна.";"2130600";"{coordinates=[37.651492115, 55.752960084], type=Point}";"{coordinates=[37.651492115, 55.752960084], type=Point}";
